# Temperatura celda = 27.9º, Temperatura Laser = 23.926º, Frecuencia Rampa = 79.13 Hz, Amplitud = 76 mVpp, Offset = -4.9 mV, Error Mean = 40, Error std = 350, Xscale = 1020 us, Yscale = 1V 
t1 [us]      ,ch1 [V]     ,t2 [us]      ,ch2 [V]
5609.984,    0.005, 5609.984,    0.028
5611.008,    0.010, 5611.008,    0.028
5612.032,    0.004, 5612.032,    0.028
5613.056,    0.005, 5613.056,    0.028
5614.080,    0.008, 5614.080,    0.028
5615.104,    0.005, 5615.104,    0.028
5616.128,    0.009, 5616.128,    0.028
5617.152,    0.007, 5617.152,    0.028
5618.176,    0.006, 5618.176,    0.028
5619.200,    0.012, 5619.200,    0.028
5620.224,    0.006, 5620.224,    0.028
5621.248,    0.008, 5621.248,    0.028
5622.272,    0.006, 5622.272,    0.028
5623.296,    0.009, 5623.296,    0.028
5624.320,    0.011, 5624.320,    0.028
5625.344,    0.007, 5625.344,    0.028
5626.368,    0.002, 5626.368,    0.028
5627.392,    0.006, 5627.392,    0.028
5628.416,    0.006, 5628.416,    0.028
5629.440,    0.005, 5629.440,    0.028
5630.464,    0.008, 5630.464,    0.028
5631.488,    0.007, 5631.488,    0.028
5632.512,    0.005, 5632.512,    0.028
5633.536,    0.006, 5633.536,    0.028
5634.560,    0.006, 5634.560,    0.028
5635.584,    0.006, 5635.584,    0.028
5636.608,    0.008, 5636.608,    0.028
5637.632,    0.007, 5637.632,    0.028
5638.656,    0.003, 5638.656,    0.028
5639.680,    0.008, 5639.680,    0.028
5640.704,    0.007, 5640.704,    0.028
5641.728,    0.004, 5641.728,    0.028
5642.752,    0.008, 5642.752,    0.028
5643.776,    0.007, 5643.776,    0.028
5644.800,    0.005, 5644.800,    0.028
5645.824,    0.010, 5645.824,    0.028
5646.848,    0.006, 5646.848,    0.028
5647.872,    0.007, 5647.872,    0.028
5648.896,    0.009, 5648.896,    0.028
5649.920,    0.006, 5649.920,    0.028
5650.944,    0.006, 5650.944,    0.028
5651.968,    0.007, 5651.968,    0.028
5652.992,    0.005, 5652.992,    0.028
5654.016,    0.007, 5654.016,    0.028
5655.040,    0.008, 5655.040,    0.028
5656.064,    0.004, 5656.064,    0.028
5657.088,    0.008, 5657.088,    0.028
5658.112,    0.008, 5658.112,    0.028
5659.136,    0.007, 5659.136,    0.028
5660.160,    0.004, 5660.160,    0.029
5661.184,    0.010, 5661.184,    0.028
5662.208,    0.006, 5662.208,    0.028
5663.232,    0.006, 5663.232,    0.028
5664.256,    0.004, 5664.256,    0.029
5665.280,    0.004, 5665.280,    0.029
5666.304,    0.006, 5666.304,    0.029
5667.328,    0.001, 5667.328,    0.029
5668.352,    0.008, 5668.352,    0.029
5669.376,    0.009, 5669.376,    0.029
5670.400,    0.007, 5670.400,    0.029
5671.424,    0.008, 5671.424,    0.029
5672.448,    0.007, 5672.448,    0.029
5673.472,    0.004, 5673.472,    0.029
5674.496,    0.003, 5674.496,    0.029
5675.520,    0.004, 5675.520,    0.029
5676.544,    0.008, 5676.544,    0.029
5677.568,    0.006, 5677.568,    0.029
5678.592,    0.005, 5678.592,    0.029
5679.616,    0.003, 5679.616,    0.029
5680.640,    0.003, 5680.640,    0.029
5681.664,    0.007, 5681.664,    0.029
5682.688,    0.007, 5682.688,    0.029
5683.712,    0.005, 5683.712,    0.029
5684.736,    0.004, 5684.736,    0.029
5685.760,    0.006, 5685.760,    0.029
5686.784,    0.005, 5686.784,    0.029
5687.808,    0.008, 5687.808,    0.029
5688.832,    0.009, 5688.832,    0.029
5689.856,    0.006, 5689.856,    0.029
5690.880,    0.006, 5690.880,    0.029
5691.904,   -0.001, 5691.904,    0.029
5692.928,    0.005, 5692.928,    0.029
5693.952,    0.001, 5693.952,    0.029
5694.976,    0.004, 5694.976,    0.029
5696.000,    0.002, 5696.000,    0.029
5697.024,    0.007, 5697.024,    0.029
5698.048,    0.004, 5698.048,    0.029
5699.072,    0.006, 5699.072,    0.029
5700.096,   -0.002, 5700.096,    0.029
5701.120,    0.008, 5701.120,    0.029
5702.144,    0.001, 5702.144,    0.029
5703.168,    0.006, 5703.168,    0.029
5704.192,    0.007, 5704.192,    0.029
5705.216,    0.000, 5705.216,    0.029
5706.240,    0.001, 5706.240,    0.029
5707.264,    0.001, 5707.264,    0.029
5708.288,    0.000, 5708.288,    0.029
5709.312,    0.004, 5709.312,    0.029
5710.336,   -0.001, 5710.336,    0.029
5711.360,    0.005, 5711.360,    0.029
5712.384,   -0.002, 5712.384,    0.029
5713.408,   -0.004, 5713.408,    0.030
5714.432,   -0.003, 5714.432,    0.029
5715.456,   -0.001, 5715.456,    0.029
5716.480,   -0.001, 5716.480,    0.029
5717.504,   -0.001, 5717.504,    0.029
5718.528,   -0.001, 5718.528,    0.029
5719.552,    0.001, 5719.552,    0.029
5720.576,   -0.005, 5720.576,    0.030
5721.600,   -0.008, 5721.600,    0.030
5722.624,   -0.001, 5722.624,    0.030
5723.648,   -0.008, 5723.648,    0.030
5724.672,   -0.005, 5724.672,    0.030
5725.696,   -0.006, 5725.696,    0.030
5726.720,   -0.009, 5726.720,    0.030
5727.744,   -0.006, 5727.744,    0.030
5728.768,   -0.010, 5728.768,    0.030
5729.792,   -0.011, 5729.792,    0.030
5730.816,   -0.009, 5730.816,    0.030
5731.840,   -0.017, 5731.840,    0.030
5732.864,   -0.013, 5732.864,    0.030
5733.888,   -0.015, 5733.888,    0.030
5734.912,   -0.015, 5734.912,    0.030
5735.936,   -0.019, 5735.936,    0.031
