# Temperatura celda = 27.9º, Temperatura Laser = 23.926º, Frecuencia Rampa = 79.13 Hz, Amplitud = 76 mVpp, Offset = -4.9 mV, Error Mean = 109, Error std = 682, Xscale = 1000 us, Yscale = 1V 
t1 [us]      ,ch1 [V]     ,t2 [us]      ,ch2 [V]
5850.688,    0.094, 5850.688,    0.022
5851.712,    0.107, 5851.712,    0.021
5852.736,    0.095, 5852.736,    0.022
5853.760,    0.093, 5853.760,    0.022
5854.784,    0.084, 5854.784,    0.023
5855.808,    0.082, 5855.808,    0.024
5856.832,    0.085, 5856.832,    0.023
5857.856,    0.058, 5857.856,    0.025
5858.880,    0.077, 5858.880,    0.024
5859.904,    0.067, 5859.904,    0.025
5860.928,    0.067, 5860.928,    0.025
5861.952,    0.070, 5861.952,    0.025
5862.976,    0.061, 5862.976,    0.026
5864.000,    0.060, 5864.000,    0.026
5865.024,    0.056, 5865.024,    0.026
5866.048,    0.054, 5866.048,    0.026
5867.072,    0.048, 5867.072,    0.027
5868.096,    0.051, 5868.096,    0.027
5869.120,    0.044, 5869.120,    0.027
5870.144,    0.044, 5870.144,    0.027
5871.168,    0.041, 5871.168,    0.028
5872.192,    0.039, 5872.192,    0.028
5873.216,    0.035, 5873.216,    0.029
5874.240,    0.035, 5874.240,    0.028
5875.264,    0.033, 5875.264,    0.029
5876.288,    0.030, 5876.288,    0.029
5877.312,    0.029, 5877.312,    0.029
5878.336,    0.028, 5878.336,    0.029
5879.360,    0.029, 5879.360,    0.029
5880.384,    0.021, 5880.384,    0.030
5881.408,    0.032, 5881.408,    0.029
5882.432,    0.012, 5882.432,    0.030
5883.456,    0.023, 5883.456,    0.029
5884.480,    0.014, 5884.480,    0.031
5885.504,    0.017, 5885.504,    0.030
5886.528,    0.015, 5886.528,    0.030
5887.552,    0.016, 5887.552,    0.030
5888.576,    0.012, 5888.576,    0.031
5889.600,    0.016, 5889.600,    0.030
5890.624,    0.004, 5890.624,    0.032
5891.648,    0.003, 5891.648,    0.032
5892.672,    0.009, 5892.672,    0.031
5893.696,    0.006, 5893.696,    0.031
5894.720,    0.009, 5894.720,    0.031
5895.744,    0.004, 5895.744,    0.032
5896.768,    0.018, 5896.768,    0.030
5897.792,    0.016, 5897.792,    0.030
5898.816,    0.006, 5898.816,    0.031
5899.840,    0.008, 5899.840,    0.031
5900.864,    0.014, 5900.864,    0.030
5901.888,    0.009, 5901.888,    0.031
5902.912,    0.006, 5902.912,    0.031
5903.936,    0.008, 5903.936,    0.031
5904.960,    0.012, 5904.960,    0.031
5905.984,    0.010, 5905.984,    0.031
5907.008,    0.008, 5907.008,    0.032
5908.032,    0.009, 5908.032,    0.031
5909.056,    0.007, 5909.056,    0.032
5910.080,    0.009, 5910.080,    0.031
5911.104,    0.008, 5911.104,    0.032
5912.128,    0.011, 5912.128,    0.031
5913.152,    0.008, 5913.152,    0.032
5914.176,    0.008, 5914.176,    0.032
5915.200,    0.010, 5915.200,    0.031
5916.224,    0.009, 5916.224,    0.031
5917.248,    0.006, 5917.248,    0.032
5918.272,    0.005, 5918.272,    0.032
5919.296,    0.009, 5919.296,    0.032
5920.320,   -0.002, 5920.320,    0.033
5921.344,    0.003, 5921.344,    0.032
5922.368,   -0.001, 5922.368,    0.032
5923.392,   -0.001, 5923.392,    0.033
5924.416,   -0.005, 5924.416,    0.033
5925.440,   -0.006, 5925.440,    0.033
5926.464,   -0.007, 5926.464,    0.033
5927.488,   -0.019, 5927.488,    0.034
5928.512,   -0.014, 5928.512,    0.034
5929.536,   -0.035, 5929.536,    0.036
5930.560,   -0.022, 5930.560,    0.035
5931.584,   -0.029, 5931.584,    0.035
5932.608,   -0.028, 5932.608,    0.035
5933.632,   -0.038, 5933.632,    0.036
5934.656,   -0.037, 5934.656,    0.036
5935.680,   -0.050, 5935.680,    0.037
5936.704,   -0.041, 5936.704,    0.037
5937.728,   -0.088, 5937.728,    0.041
5938.752,   -0.068, 5938.752,    0.039
5939.776,   -0.067, 5939.776,    0.039
5940.800,   -0.085, 5940.800,    0.041
5941.824,   -0.096, 5941.824,    0.042
5942.848,   -0.104, 5942.848,    0.043
5943.872,   -0.123, 5943.872,    0.045
5944.896,   -0.124, 5944.896,    0.044
5945.920,   -0.151, 5945.920,    0.048
5946.944,   -0.160, 5946.944,    0.048
5947.968,   -0.177, 5947.968,    0.050
5948.992,   -0.206, 5948.992,    0.053
5950.016,   -0.231, 5950.016,    0.055
5951.040,   -0.249, 5951.040,    0.057
5952.064,   -0.265, 5952.064,    0.058
5953.088,   -0.295, 5953.088,    0.061
5954.112,   -0.298, 5954.112,    0.062
5955.136,   -0.296, 5955.136,    0.062
5956.160,   -0.281, 5956.160,    0.060
5957.184,   -0.271, 5957.184,    0.059
5958.208,   -0.233, 5958.208,    0.056
5959.232,   -0.201, 5959.232,    0.052
5960.256,   -0.095, 5960.256,    0.043
5961.280,   -0.049, 5961.280,    0.038
5962.304,    0.043, 5962.304,    0.029
5963.328,    0.111, 5963.328,    0.022
5964.352,    0.180, 5964.352,    0.016
5965.376,    0.286, 5965.376,    0.005
5966.400,    0.310, 5966.400,    0.003
5967.424,    0.313, 5967.424,    0.003
5968.448,    0.354, 5968.448,   -0.001
5969.472,    0.372, 5969.472,   -0.003
5970.496,    0.348, 5970.496,   -0.001
5971.520,    0.338, 5971.520,    0.000
5972.544,    0.300, 5972.544,    0.004
5973.568,    0.282, 5973.568,    0.006
5974.592,    0.253, 5974.592,    0.008
5975.616,    0.219, 5975.616,    0.011
5976.640,    0.202, 5976.640,    0.013
5977.664,    0.120, 5977.664,    0.022
5978.688,    0.176, 5978.688,    0.016
5979.712,    0.149, 5979.712,    0.019
5980.736,    0.139, 5980.736,    0.020
5981.760,    0.126, 5981.760,    0.021
5982.784,    0.128, 5982.784,    0.021
5983.808,    0.121, 5983.808,    0.022
5984.832,    0.102, 5984.832,    0.023
5985.856,    0.113, 5985.856,    0.022
5986.880,    0.091, 5986.880,    0.024
5987.904,    0.081, 5987.904,    0.025
5988.928,    0.075, 5988.928,    0.026
5989.952,    0.065, 5989.952,    0.027
5990.976,    0.091, 5990.976,    0.025
5992.000,    0.072, 5992.000,    0.026
5993.024,    0.092, 5993.024,    0.024
5994.048,    0.069, 5994.048,    0.027
5995.072,    0.092, 5995.072,    0.024
5996.096,    0.051, 5996.096,    0.028
5997.120,    0.054, 5997.120,    0.028
5998.144,    0.049, 5998.144,    0.029
5999.168,    0.055, 5999.168,    0.028
6000.192,    0.042, 6000.192,    0.029
6001.216,    0.052, 6001.216,    0.028
6002.240,    0.055, 6002.240,    0.028
6003.264,    0.041, 6003.264,    0.029
6004.288,    0.037, 6004.288,    0.030
6005.312,    0.031, 6005.312,    0.030
6006.336,    0.035, 6006.336,    0.030
6007.360,    0.034, 6007.360,    0.030
6008.384,    0.058, 6008.384,    0.028
6009.408,    0.039, 6009.408,    0.029
6010.432,    0.064, 6010.432,    0.027
6011.456,    0.038, 6011.456,    0.030
6012.480,    0.049, 6012.480,    0.029
6013.504,    0.043, 6013.504,    0.029
6014.528,    0.053, 6014.528,    0.029
6015.552,    0.042, 6015.552,    0.030
6016.576,    0.048, 6016.576,    0.029
6017.600,    0.051, 6017.600,    0.029
6018.623,    0.051, 6018.623,    0.029
6019.648,    0.049, 6019.648,    0.029
6020.672,    0.050, 6020.672,    0.029
6021.696,    0.055, 6021.696,    0.028
6022.720,    0.049, 6022.720,    0.029
6023.744,    0.053, 6023.744,    0.028
6024.768,    0.051, 6024.768,    0.029
6025.792,    0.057, 6025.792,    0.028
6026.816,    0.051, 6026.816,    0.029
6027.840,    0.056, 6027.840,    0.028
6028.864,    0.051, 6028.864,    0.029
6029.888,    0.052, 6029.888,    0.029
6030.912,    0.056, 6030.912,    0.029
6031.936,    0.053, 6031.936,    0.029
6032.960,    0.051, 6032.960,    0.029
6033.984,    0.055, 6033.984,    0.029
6035.008,    0.052, 6035.008,    0.029
6036.032,    0.055, 6036.032,    0.029
6037.056,    0.053, 6037.056,    0.029
6038.080,    0.059, 6038.080,    0.028
6039.104,    0.052, 6039.104,    0.029
6040.128,    0.053, 6040.128,    0.029
6041.152,    0.052, 6041.152,    0.029
6042.176,    0.052, 6042.176,    0.029
6043.200,    0.053, 6043.200,    0.029
6044.224,    0.055, 6044.224,    0.029
6045.248,    0.053, 6045.248,    0.029
6046.272,    0.051, 6046.272,    0.029
6047.296,    0.052, 6047.296,    0.029
6048.320,    0.052, 6048.320,    0.029
6049.344,    0.054, 6049.344,    0.029
6050.368,    0.048, 6050.368,    0.029
6051.392,    0.052, 6051.392,    0.029
6052.416,    0.054, 6052.416,    0.029
6053.440,    0.056, 6053.440,    0.029
6054.464,    0.054, 6054.464,    0.029
6055.488,    0.049, 6055.488,    0.030
6056.512,    0.041, 6056.512,    0.030
6057.536,    0.053, 6057.536,    0.029
6058.560,    0.046, 6058.560,    0.030
6059.584,    0.049, 6059.584,    0.029
6060.608,    0.048, 6060.608,    0.030
6061.632,    0.052, 6061.632,    0.029
6062.656,    0.050, 6062.656,    0.029
6063.680,    0.048, 6063.680,    0.030
6064.704,    0.045, 6064.704,    0.030
6065.728,    0.047, 6065.728,    0.030
6066.752,    0.048, 6066.752,    0.030
6067.776,    0.050, 6067.776,    0.029
6068.800,    0.045, 6068.800,    0.030
6069.824,    0.046, 6069.824,    0.030
6070.848,    0.045, 6070.848,    0.030
6071.872,    0.039, 6071.872,    0.030
6072.896,    0.040, 6072.896,    0.030
6073.920,    0.037, 6073.920,    0.031
6074.944,    0.041, 6074.944,    0.030
6075.968,    0.033, 6075.968,    0.032
6076.992,    0.036, 6076.992,    0.031
6078.016,    0.033, 6078.016,    0.031
6079.040,    0.031, 6079.040,    0.032
6080.064,    0.028, 6080.064,    0.032
6081.088,    0.030, 6081.088,    0.032
6082.112,    0.028, 6082.112,    0.032
6083.136,    0.028, 6083.136,    0.032
6084.160,    0.021, 6084.160,    0.033
6085.184,    0.027, 6085.184,    0.032
6086.208,    0.023, 6086.208,    0.033
6087.232,    0.020, 6087.232,    0.033
6088.256,    0.011, 6088.256,    0.034
6089.280,    0.007, 6089.280,    0.034
6090.304,    0.009, 6090.304,    0.034
6091.328,   -0.009, 6091.328,    0.035
6092.352,    0.011, 6092.352,    0.034
6093.376,   -0.003, 6093.376,    0.035
6094.400,   -0.003, 6094.400,    0.035
6095.424,   -0.011, 6095.424,    0.036
6096.448,   -0.044, 6096.448,    0.039
6097.472,   -0.034, 6097.472,    0.038
6098.496,   -0.042, 6098.496,    0.039
6099.520,   -0.055, 6099.520,    0.040
6100.544,   -0.057, 6100.544,    0.040
6101.568,   -0.067, 6101.568,    0.042
6102.592,   -0.084, 6102.592,    0.043
6103.616,   -0.095, 6103.616,    0.044
6104.640,   -0.100, 6104.640,    0.045
6105.664,   -0.134, 6105.664,    0.048
6106.688,   -0.127, 6106.688,    0.047
6107.712,   -0.158, 6107.712,    0.050
6108.736,   -0.145, 6108.736,    0.049
6109.760,   -0.198, 6109.760,    0.054
6110.784,   -0.185, 6110.784,    0.053
6111.808,   -0.224, 6111.808,    0.057
6112.832,   -0.200, 6112.832,    0.055
6113.856,   -0.236, 6113.856,    0.058
6114.880,   -0.208, 6114.880,    0.055
6115.904,   -0.229, 6115.904,    0.057
6116.928,   -0.189, 6116.928,    0.053
6117.952,   -0.195, 6117.952,    0.054
6118.976,   -0.161, 6118.976,    0.051
6120.000,   -0.117, 6120.000,    0.047
6121.024,   -0.088, 6121.024,    0.043
6122.048,    0.035, 6122.048,    0.032
6123.072,    0.048, 6123.072,    0.031
6124.096,    0.159, 6124.096,    0.020
6125.120,    0.200, 6125.120,    0.016
6126.144,    0.297, 6126.144,    0.007
6127.168,    0.394, 6127.168,   -0.003
6128.192,    0.450, 6128.192,   -0.009
6129.216,    0.545, 6129.216,   -0.018
6130.240,    0.566, 6130.240,   -0.019
6131.264,    0.606, 6131.264,   -0.023
6132.288,    0.625, 6132.288,   -0.025
6133.312,    0.690, 6133.312,   -0.032
6134.336,    0.697, 6134.336,   -0.032
6135.360,    0.688, 6135.360,   -0.032
6136.384,    0.417, 6136.384,   -0.003
6137.408,    0.570, 6137.408,   -0.022
6138.432,    0.687, 6138.432,   -0.031
6139.456,    0.547, 6139.456,   -0.017
6140.480,    0.665, 6140.480,   -0.029
6141.504,    0.565, 6141.504,   -0.019
6142.528,    0.665, 6142.528,   -0.029
6143.552,    0.552, 6143.552,   -0.018
6144.576,    0.643, 6144.576,   -0.027
6145.600,    0.558, 6145.600,   -0.018
6146.623,    0.653, 6146.623,   -0.028
6147.648,    0.615, 6147.648,   -0.024
6148.672,    0.653, 6148.672,   -0.028
6149.696,    0.622, 6149.696,   -0.024
6150.720,    0.514, 6150.720,   -0.014
6151.744,    0.616, 6151.744,   -0.024
6152.768,    0.546, 6152.768,   -0.019
6153.792,    0.598, 6153.792,   -0.023
6154.816,    0.419, 6154.816,   -0.005
6155.840,    0.539, 6155.840,   -0.017
6156.864,    0.394, 6156.864,   -0.002
6157.888,    0.481, 6157.888,   -0.011
6158.912,    0.374, 6158.912,   -0.000
6159.936,    0.399, 6159.936,   -0.003
6160.960,    0.289, 6160.960,    0.008
6161.984,    0.276, 6161.984,    0.009
6163.008,    0.223, 6163.008,    0.014
6164.032,    0.158, 6164.032,    0.020
6165.056,    0.143, 6165.056,    0.022
6166.080,    0.097, 6166.080,    0.026
6167.104,    0.046, 6167.104,    0.031
6168.128,   -0.002, 6168.128,    0.036
6169.152,   -0.025, 6169.152,    0.038
6170.176,   -0.009, 6170.176,    0.037
6171.200,   -0.071, 6171.200,    0.043
6172.224,   -0.030, 6172.224,    0.039
6173.248,   -0.111, 6173.248,    0.046
6174.272,   -0.084, 6174.272,    0.044
6175.296,   -0.121, 6175.296,    0.048
6176.320,   -0.090, 6176.320,    0.044
6177.344,   -0.149, 6177.344,    0.051
6178.368,   -0.100, 6178.368,    0.046
6179.392,   -0.151, 6179.392,    0.051
6180.416,   -0.134, 6180.416,    0.049
6181.440,   -0.147, 6181.440,    0.050
6182.464,   -0.143, 6182.464,    0.050
6183.488,   -0.153, 6183.488,    0.051
6184.512,   -0.139, 6184.512,    0.050
6185.536,   -0.074, 6185.536,    0.044
6186.560,   -0.127, 6186.560,    0.048
6187.584,   -0.028, 6187.584,    0.039
6188.608,   -0.104, 6188.608,    0.046
6189.632,    0.017, 6189.632,    0.035
6190.656,   -0.053, 6190.656,    0.041
6191.680,    0.012, 6191.680,    0.035
6192.704,    0.010, 6192.704,    0.035
6193.728,    0.103, 6193.728,    0.026
6194.752,    0.104, 6194.752,    0.026
6195.776,    0.177, 6195.776,    0.019
6196.800,    0.237, 6196.800,    0.013
6197.824,    0.279, 6197.824,    0.009
6198.848,    0.334, 6198.848,    0.004
6199.872,    0.372, 6199.872,   -0.000
6200.896,    0.408, 6200.896,   -0.004
6201.920,    0.449, 6201.920,   -0.007
6202.944,    0.350, 6202.944,    0.003
6203.968,    0.539, 6203.968,   -0.016
6204.992,    0.452, 6204.992,   -0.007
6206.016,    0.603, 6206.016,   -0.022
6207.040,    0.581, 6207.040,   -0.019
6208.064,    0.606, 6208.064,   -0.023
6209.088,    0.578, 6209.088,   -0.020
6210.112,    0.636, 6210.112,   -0.025
6211.136,    0.587, 6211.136,   -0.020
6212.160,    0.626, 6212.160,   -0.024
6213.184,    0.518, 6213.184,   -0.014
6214.208,    0.643, 6214.208,   -0.026
6215.232,    0.287, 6215.232,    0.009
6216.256,    0.594, 6216.256,   -0.022
6217.280,    0.606, 6217.280,   -0.022
6218.304,    0.463, 6218.304,   -0.010
6219.328,    0.574, 6219.328,   -0.020
6220.352,    0.435, 6220.352,   -0.005
6221.376,    0.540, 6221.376,   -0.016
6222.400,    0.461, 6222.400,   -0.007
6223.424,    0.491, 6223.424,   -0.011
6224.448,    0.465, 6224.448,   -0.008
6225.472,    0.402, 6225.472,   -0.002
6226.496,    0.404, 6226.496,   -0.003
6227.520,    0.373, 6227.520,    0.000
6228.544,    0.340, 6228.544,    0.004
6229.568,    0.305, 6229.568,    0.007
6230.592,    0.268, 6230.592,    0.011
6231.616,    0.207, 6231.616,    0.016
6232.640,    0.184, 6232.640,    0.018
6233.664,    0.148, 6233.664,    0.022
6234.688,    0.107, 6234.688,    0.026
6235.712,    0.108, 6235.712,    0.026
6236.736,    0.083, 6236.736,    0.029
6237.760,    0.059, 6237.760,    0.030
6238.784,   -0.004, 6238.784,    0.037
6239.808,   -0.004, 6239.808,    0.037
6240.832,   -0.052, 6240.832,    0.042
6241.856,   -0.040, 6241.856,    0.041
6242.880,   -0.066, 6242.880,    0.043
6243.904,   -0.065, 6243.904,    0.043
6244.928,   -0.090, 6244.928,    0.046
6245.952,   -0.092, 6245.952,    0.046
6246.976,   -0.090, 6246.976,    0.045
6248.000,   -0.096, 6248.000,    0.046
6249.024,   -0.046, 6249.024,    0.042
6250.048,   -0.096, 6250.048,    0.046
6251.072,    0.002, 6251.072,    0.037
6252.096,   -0.078, 6252.096,    0.045
6253.120,    0.007, 6253.120,    0.036
6254.144,   -0.069, 6254.144,    0.043
6255.168,    0.134, 6255.168,    0.024
6256.192,   -0.009, 6256.192,    0.038
6257.216,    0.057, 6257.216,    0.031
6258.240,    0.033, 6258.240,    0.034
6259.264,    0.108, 6259.264,    0.027
6260.288,    0.128, 6260.288,    0.025
6261.312,    0.159, 6261.312,    0.021
6262.336,    0.178, 6262.336,    0.020
6263.360,    0.249, 6263.360,    0.013
6264.384,    0.281, 6264.384,    0.010
6265.408,    0.328, 6265.408,    0.005
6266.432,    0.308, 6266.432,    0.007
6267.456,    0.426, 6267.456,   -0.004
6268.480,    0.389, 6268.480,   -0.000
6269.504,    0.497, 6269.504,   -0.011
6270.528,    0.453, 6270.528,   -0.006
6271.552,    0.452, 6271.552,   -0.006
6272.576,    0.509, 6272.576,   -0.012
6273.600,    0.564, 6273.600,   -0.018
6274.624,    0.559, 6274.624,   -0.017
6275.648,    0.582, 6275.648,   -0.019
6276.672,    0.573, 6276.672,   -0.018
6277.696,    0.616, 6277.696,   -0.022
6278.720,    0.590, 6278.720,   -0.020
6279.744,    0.633, 6279.744,   -0.024
6280.768,    0.630, 6280.768,   -0.024
6281.792,    0.522, 6281.792,   -0.015
6282.816,    0.622, 6282.816,   -0.023
6283.840,    0.420, 6283.840,   -0.004
6284.864,    0.569, 6284.864,   -0.018
6285.888,    0.471, 6285.888,   -0.008
6286.912,    0.597, 6286.912,   -0.021
6287.936,    0.504, 6287.936,   -0.011
6288.960,    0.532, 6288.960,   -0.015
6289.984,    0.485, 6289.984,   -0.009
6291.008,    0.474, 6291.008,   -0.008
6292.032,    0.450, 6292.032,   -0.006
6293.056,    0.429, 6293.056,   -0.004
6294.080,    0.375, 6294.080,    0.001
6295.104,    0.354, 6295.104,    0.004
6296.128,    0.345, 6296.128,    0.004
6297.152,    0.307, 6297.152,    0.008
6298.176,    0.269, 6298.176,    0.012
6299.200,    0.187, 6299.200,    0.019
6300.224,    0.193, 6300.224,    0.019
6301.248,    0.150, 6301.248,    0.023
6302.272,    0.122, 6302.272,    0.026
6303.296,    0.109, 6303.296,    0.027
6304.320,    0.072, 6304.320,    0.030
6305.344,    0.042, 6305.344,    0.034
6306.368,    0.037, 6306.368,    0.034
6307.392,    0.017, 6307.392,    0.035
6308.416,   -0.017, 6308.416,    0.039
6309.440,   -0.033, 6309.440,    0.041
6310.464,   -0.050, 6310.464,    0.043
6311.488,   -0.055, 6311.488,    0.043
6312.512,   -0.072, 6312.512,    0.045
6313.536,   -0.066, 6313.536,    0.044
6314.560,   -0.029, 6314.560,    0.041
6315.584,   -0.084, 6315.584,    0.046
6316.608,    0.009, 6316.608,    0.037
6317.632,   -0.067, 6317.632,    0.044
6318.656,   -0.011, 6318.656,    0.038
6319.680,   -0.047, 6319.680,    0.042
6320.704,   -0.009, 6320.704,    0.039
6321.727,   -0.011, 6321.727,    0.039
6322.752,    0.035, 6322.752,    0.035
6323.776,    0.036, 6323.776,    0.035
6324.800,    0.066, 6324.800,    0.032
6325.824,    0.080, 6325.824,    0.030
6326.848,    0.113, 6326.848,    0.027
6327.872,    0.168, 6327.872,    0.022
6328.895,    0.213, 6328.895,    0.017
6329.920,    0.238, 6329.920,    0.015
6330.944,    0.296, 6330.944,    0.010
6331.968,    0.268, 6331.968,    0.012
6332.992,    0.395, 6332.992,   -0.001
6334.016,    0.270, 6334.016,    0.011
6335.040,    0.504, 6335.040,   -0.011
6336.064,    0.473, 6336.064,   -0.007
6337.088,    0.522, 6337.088,   -0.013
6338.112,    0.499, 6338.112,   -0.010
6339.136,    0.599, 6339.136,   -0.020
6340.160,    0.496, 6340.160,   -0.009
6341.184,    0.591, 6341.184,   -0.019
6342.208,    0.582, 6342.208,   -0.018
