# Temperatura celda = 26.6º, Temperatura Laser = 23.926º, Frecuencia Rampa = 79.13 Hz, Amplitud = 76 mVpp, Offset = -4.9 mV, Error Mean = 327, Error std = 608 
t1 [us]      ,ch1 [V]     ,t2 [us]      ,ch2 [V]     
   8.371,    0.090,    8.371,   -0.024
   8.373,    0.045,    8.373,   -0.019
   8.376,    0.036,    8.376,   -0.016
   8.378,    0.001,    8.378,   -0.011
   8.381,   -0.080,    8.381,   -0.000
   8.383,   -0.121,    8.383,    0.006
   8.386,   -0.181,    8.386,    0.015
   8.389,   -0.218,    8.389,    0.021
   8.391,   -0.261,    8.391,    0.026
   8.394,   -0.330,    8.394,    0.036
   8.396,   -0.287,    8.396,    0.032
   8.399,   -0.342,    8.399,    0.038
   8.401,   -0.345,    8.401,    0.039
   8.404,   -0.278,    8.404,    0.030
   8.406,   -0.344,    8.406,    0.038
   8.409,   -0.337,    8.409,    0.038
   8.412,   -0.274,    8.412,    0.029
   8.414,   -0.269,    8.414,    0.027
   8.417,   -0.235,    8.417,    0.022
   8.419,   -0.130,    8.419,    0.008
   8.422,   -0.067,    8.422,   -0.002
   8.424,    0.007,    8.424,   -0.013
   8.427,    0.002,    8.427,   -0.012
   8.430,    0.072,    8.430,   -0.022
   8.432,    0.093,    8.432,   -0.025
   8.435,    0.026,    8.435,   -0.015
   8.437,    0.086,    8.437,   -0.024
   8.440,    0.073,    8.440,   -0.023
   8.442,   -0.020,    8.442,   -0.009
   8.445,    0.020,    8.445,   -0.015
   8.447,   -0.045,    8.447,   -0.006
   8.450,   -0.120,    8.450,    0.006
   8.453,   -0.153,    8.453,    0.009
   8.455,   -0.221,    8.455,    0.020
   8.458,   -0.241,    8.458,    0.022
   8.460,   -0.299,    8.460,    0.031
   8.463,   -0.329,    8.463,    0.035
   8.465,   -0.313,    8.465,    0.033
   8.468,   -0.341,    8.468,    0.037
   8.470,   -0.350,    8.470,    0.038
   8.473,   -0.286,    8.473,    0.029
   8.476,   -0.341,    8.476,    0.037
   8.478,   -0.327,    8.478,    0.036
   8.481,   -0.278,    8.481,    0.027
   8.483,   -0.262,    8.483,    0.026
   8.486,   -0.184,    8.486,    0.015
   8.488,   -0.108,    8.488,    0.004
   8.491,   -0.045,    8.491,   -0.007
   8.494,    0.031,    8.494,   -0.017
   8.496,    0.011,    8.496,   -0.014
   8.499,    0.076,    8.499,   -0.024
   8.501,    0.089,    8.501,   -0.026
   8.504,    0.069,    8.504,   -0.023
   8.506,    0.080,    8.506,   -0.024
   8.509,    0.061,    8.509,   -0.022
   8.511,    0.015,    8.511,   -0.015
   8.514,    0.007,    8.514,   -0.014
   8.517,   -0.063,    8.517,   -0.004
   8.519,   -0.135,    8.519,    0.007
   8.522,   -0.210,    8.522,    0.017
   8.524,   -0.245,    8.524,    0.022
   8.527,   -0.285,    8.527,    0.028
   8.529,   -0.319,    8.529,    0.033
   8.532,   -0.346,    8.532,    0.037
   8.534,   -0.338,    8.534,    0.036
   8.537,   -0.353,    8.537,    0.038
   8.540,   -0.355,    8.540,    0.038
   8.542,   -0.323,    8.542,    0.034
   8.545,   -0.351,    8.545,    0.037
   8.547,   -0.347,    8.547,    0.037
   8.550,   -0.266,    8.550,    0.026
   8.552,   -0.242,    8.552,    0.021
   8.555,   -0.186,    8.555,    0.013
   8.558,   -0.112,    8.558,    0.003
   8.560,   -0.053,    8.560,   -0.006
   8.563,    0.013,    8.563,   -0.016
   8.565,    0.015,    8.565,   -0.016
   8.568,    0.055,    8.568,   -0.022
   8.570,    0.072,    8.570,   -0.025
   8.573,    0.047,    8.573,   -0.021
   8.575,    0.036,    8.575,   -0.019
   8.578,    0.032,    8.578,   -0.019
   8.581,   -0.041,    8.581,   -0.008
   8.583,   -0.069,    8.583,   -0.004
   8.586,   -0.122,    8.586,    0.004
   8.588,   -0.169,    8.588,    0.010
   8.591,   -0.221,    8.591,    0.018
   8.593,   -0.267,    8.593,    0.025
   8.596,   -0.306,    8.596,    0.030
   8.598,   -0.323,    8.598,    0.033
   8.601,   -0.337,    8.601,    0.035
   8.604,   -0.342,    8.604,    0.035
   8.606,   -0.349,    8.606,    0.037
   8.609,   -0.329,    8.609,    0.035
   8.611,   -0.335,    8.611,    0.034
   8.614,   -0.337,    8.614,    0.035
   8.616,   -0.285,    8.616,    0.028
   8.619,   -0.268,    8.619,    0.024
   8.622,   -0.228,    8.622,    0.018
   8.624,   -0.144,    8.624,    0.007
   8.627,   -0.104,    8.627,    0.000
   8.629,   -0.029,    8.629,   -0.010
   8.632,   -0.028,    8.632,   -0.012
   8.634,    0.028,    8.634,   -0.019
   8.637,    0.061,    8.637,   -0.024
   8.639,    0.004,    8.639,   -0.016
   8.642,    0.036,    8.642,   -0.020
   8.645,    0.035,    8.645,   -0.020
   8.647,   -0.063,    8.647,   -0.007
   8.650,   -0.058,    8.650,   -0.006
   8.652,   -0.110,    8.652,    0.001
   8.655,   -0.153,    8.655,    0.007
   8.657,   -0.232,    8.657,    0.019
   8.660,   -0.290,    8.660,    0.027
   8.662,   -0.201,    8.662,    0.013
   8.665,   -0.323,    8.665,    0.032
   8.668,   -0.342,    8.668,    0.035
   8.670,   -0.272,    8.670,    0.024
   8.673,   -0.348,    8.673,    0.035
   8.675,   -0.357,    8.675,    0.036
   8.678,   -0.313,    8.678,    0.030
   8.680,   -0.344,    8.680,    0.035
   8.683,   -0.339,    8.683,    0.034
   8.686,   -0.235,    8.686,    0.018
   8.688,   -0.258,    8.688,    0.022
   8.691,   -0.209,    8.691,    0.015
   8.693,   -0.125,    8.693,    0.003
   8.696,   -0.042,    8.696,   -0.009
   8.698,    0.004,    8.698,   -0.016
   8.701,   -0.011,    8.701,   -0.014
   8.704,    0.054,    8.704,   -0.024
   8.706,    0.037,    8.706,   -0.021
   8.709,    0.045,    8.709,   -0.021
   8.711,    0.034,    8.711,   -0.021
   8.714,    0.023,    8.714,   -0.019
   8.716,   -0.062,    8.716,   -0.007
   8.719,   -0.098,    8.719,   -0.002
   8.721,   -0.155,    8.721,    0.006
   8.724,   -0.195,    8.724,    0.012
   8.726,   -0.242,    8.726,    0.019
   8.729,   -0.300,    8.729,    0.027
   8.732,   -0.296,    8.732,    0.027
