# Temperatura celda = 26.6º, Temperatura Laser = 23.926º, Frecuencia Rampa = 79.13 Hz, Amplitud = 76 mVpp, Offset = -4.9 mV, Error Mean = 528, Error std = 560
t1 [us]      ,ch1 [V]     ,t2 [us]      ,ch2 [V]     
   8.033,   -0.108,    8.033,    0.012
   8.035,   -0.107,    8.035,    0.012
   8.038,   -0.073,    8.038,    0.009
   8.040,   -0.116,    8.040,    0.012
   8.043,   -0.117,    8.043,    0.012
   8.046,   -0.115,    8.046,    0.012
   8.048,   -0.127,    8.048,    0.013
   8.051,   -0.124,    8.051,    0.013
   8.053,   -0.109,    8.053,    0.011
   8.056,   -0.127,    8.056,    0.013
   8.058,   -0.140,    8.058,    0.014
   8.061,   -0.127,    8.061,    0.013
   8.063,   -0.135,    8.063,    0.013
   8.066,   -0.131,    8.066,    0.013
   8.069,   -0.110,    8.069,    0.011
   8.071,   -0.129,    8.071,    0.013
   8.074,   -0.126,    8.074,    0.013
   8.076,   -0.127,    8.076,    0.013
   8.079,   -0.123,    8.079,    0.012
   8.081,   -0.128,    8.081,    0.013
   8.084,   -0.098,    8.084,    0.011
   8.086,   -0.130,    8.086,    0.013
   8.089,   -0.121,    8.089,    0.012
   8.092,   -0.113,    8.092,    0.011
   8.094,   -0.111,    8.094,    0.012
   8.097,   -0.098,    8.097,    0.010
   8.099,   -0.124,    8.099,    0.012
   8.102,   -0.116,    8.102,    0.011
   8.104,   -0.116,    8.104,    0.011
   8.107,   -0.125,    8.107,    0.012
   8.110,   -0.130,    8.110,    0.012
   8.112,   -0.114,    8.112,    0.011
   8.115,   -0.099,    8.115,    0.010
   8.117,   -0.128,    8.117,    0.012
   8.120,   -0.130,    8.120,    0.012
   8.122,   -0.110,    8.122,    0.011
   8.125,   -0.136,    8.125,    0.013
   8.127,   -0.139,    8.127,    0.013
   8.130,   -0.125,    8.130,    0.012
   8.133,   -0.138,    8.133,    0.012
   8.135,   -0.148,    8.135,    0.013
   8.138,   -0.120,    8.138,    0.011
   8.140,   -0.155,    8.140,    0.014
   8.143,   -0.142,    8.143,    0.012
   8.145,   -0.141,    8.145,    0.013
   8.148,   -0.135,    8.148,    0.012
   8.150,   -0.151,    8.150,    0.013
   8.153,   -0.135,    8.153,    0.012
   8.156,   -0.154,    8.156,    0.013
   8.158,   -0.144,    8.158,    0.013
   8.161,   -0.130,    8.161,    0.012
   8.163,   -0.132,    8.163,    0.012
   8.166,   -0.139,    8.166,    0.012
   8.168,   -0.116,    8.168,    0.010
   8.171,   -0.130,    8.171,    0.011
   8.174,   -0.129,    8.174,    0.011
   8.176,   -0.127,    8.176,    0.011
   8.179,   -0.146,    8.179,    0.012
   8.181,   -0.098,    8.181,    0.010
   8.184,   -0.130,    8.184,    0.011
   8.186,   -0.144,    8.186,    0.012
   8.189,   -0.074,    8.189,    0.007
   8.191,   -0.126,    8.191,    0.011
   8.194,   -0.142,    8.194,    0.012
   8.197,   -0.130,    8.197,    0.011
   8.199,   -0.144,    8.199,    0.012
   8.202,   -0.162,    8.202,    0.013
   8.204,   -0.129,    8.204,    0.011
   8.207,   -0.156,    8.207,    0.013
   8.209,   -0.153,    8.209,    0.012
   8.212,   -0.124,    8.212,    0.011
   8.214,   -0.170,    8.214,    0.014
   8.217,   -0.165,    8.217,    0.013
   8.220,   -0.118,    8.220,    0.010
   8.222,   -0.150,    8.222,    0.012
   8.225,   -0.161,    8.225,    0.013
   8.227,   -0.136,    8.227,    0.011
   8.230,   -0.150,    8.230,    0.012
   8.232,   -0.162,    8.232,    0.013
   8.235,   -0.108,    8.235,    0.009
   8.238,   -0.163,    8.238,    0.012
   8.240,   -0.159,    8.240,    0.012
   8.243,   -0.122,    8.243,    0.010
   8.245,   -0.142,    8.245,    0.011
   8.248,   -0.160,    8.248,    0.012
   8.250,   -0.111,    8.250,    0.009
   8.253,   -0.142,    8.253,    0.011
   8.255,   -0.147,    8.255,    0.011
   8.258,   -0.124,    8.258,    0.010
   8.261,   -0.150,    8.261,    0.011
   8.263,   -0.154,    8.263,    0.012
   8.266,   -0.114,    8.266,    0.009
   8.268,   -0.148,    8.268,    0.011
   8.271,   -0.136,    8.271,    0.010
   8.273,   -0.106,    8.273,    0.008
   8.276,   -0.131,    8.276,    0.010
   8.278,   -0.105,    8.278,    0.008
   8.281,   -0.107,    8.281,    0.008
   8.284,   -0.116,    8.284,    0.009
   8.286,   -0.129,    8.286,    0.010
   8.289,   -0.092,    8.289,    0.007
   8.291,   -0.137,    8.291,    0.010
   8.294,   -0.132,    8.294,    0.010
   8.296,   -0.127,    8.296,    0.009
   8.299,   -0.110,    8.299,    0.008
   8.302,   -0.157,    8.302,    0.011
   8.304,   -0.132,    8.304,    0.009
   8.307,   -0.162,    8.307,    0.012
   8.309,   -0.169,    8.309,    0.012
   8.312,   -0.172,    8.312,    0.012
   8.314,   -0.170,    8.314,    0.012
   8.317,   -0.183,    8.317,    0.013
   8.319,   -0.163,    8.319,    0.011
   8.322,   -0.181,    8.322,    0.013
   8.325,   -0.194,    8.325,    0.014
   8.327,   -0.184,    8.327,    0.013
   8.330,   -0.202,    8.330,    0.014
   8.332,   -0.187,    8.332,    0.013
   8.335,   -0.174,    8.335,    0.012
   8.337,   -0.204,    8.337,    0.014
   8.340,   -0.192,    8.340,    0.013
   8.342,   -0.172,    8.342,    0.012
   8.345,   -0.185,    8.345,    0.013
   8.348,   -0.181,    8.348,    0.013
   8.350,   -0.167,    8.350,    0.011
   8.353,   -0.184,    8.353,    0.013
   8.355,   -0.185,    8.355,    0.013
   8.358,   -0.158,    8.358,    0.011
   8.360,   -0.160,    8.360,    0.011
   8.363,   -0.170,    8.363,    0.011
   8.366,   -0.166,    8.366,    0.011
   8.368,   -0.185,    8.368,    0.012
   8.371,   -0.186,    8.371,    0.013
   8.373,   -0.168,    8.373,    0.011
   8.376,   -0.185,    8.376,    0.012
   8.378,   -0.188,    8.378,    0.013
   8.381,   -0.163,    8.381,    0.011
   8.383,   -0.182,    8.383,    0.012
   8.386,   -0.184,    8.386,    0.012
   8.389,   -0.173,    8.389,    0.011
   8.391,   -0.193,    8.391,    0.013
   8.394,   -0.192,    8.394,    0.013
   8.396,   -0.190,    8.396,    0.012
   8.399,   -0.191,    8.399,    0.012
   8.401,   -0.192,    8.401,    0.012
   8.404,   -0.182,    8.404,    0.012
   8.406,   -0.207,    8.406,    0.013
   8.409,   -0.195,    8.409,    0.013
   8.412,   -0.176,    8.412,    0.011
   8.414,   -0.179,    8.414,    0.011
   8.417,   -0.185,    8.417,    0.012
   8.419,   -0.202,    8.419,    0.013
   8.422,   -0.178,    8.422,    0.011
   8.424,   -0.190,    8.424,    0.012
   8.427,   -0.185,    8.427,    0.012
   8.430,   -0.202,    8.430,    0.013
   8.432,   -0.177,    8.432,    0.011
   8.435,   -0.194,    8.435,    0.012
   8.437,   -0.191,    8.437,    0.012
   8.440,   -0.174,    8.440,    0.011
   8.442,   -0.191,    8.442,    0.012
   8.445,   -0.204,    8.445,    0.013
   8.447,   -0.178,    8.447,    0.011
   8.450,   -0.201,    8.450,    0.012
   8.453,   -0.193,    8.453,    0.012
   8.455,   -0.156,    8.455,    0.010
   8.458,   -0.189,    8.458,    0.011
   8.460,   -0.200,    8.460,    0.012
   8.463,   -0.073,    8.463,    0.004
   8.465,   -0.184,    8.465,    0.011
   8.468,   -0.192,    8.468,    0.012
   8.470,   -0.147,    8.470,    0.008
   8.473,   -0.198,    8.473,    0.012
   8.476,   -0.202,    8.476,    0.012
   8.478,   -0.174,    8.478,    0.010
   8.481,   -0.195,    8.481,    0.011
   8.483,   -0.213,    8.483,    0.013
   8.486,   -0.148,    8.486,    0.008
   8.488,   -0.202,    8.488,    0.012
   8.491,   -0.211,    8.491,    0.013
   8.494,   -0.161,    8.494,    0.009
   8.496,   -0.222,    8.496,    0.013
   8.499,   -0.214,    8.499,    0.013
   8.501,   -0.162,    8.501,    0.009
   8.504,   -0.166,    8.504,    0.010
   8.506,   -0.216,    8.506,    0.012
   8.509,   -0.174,    8.509,    0.009
   8.511,   -0.215,    8.511,    0.012
   8.514,   -0.212,    8.514,    0.012
   8.517,   -0.168,    8.517,    0.009
   8.519,   -0.217,    8.519,    0.013
   8.522,   -0.215,    8.522,    0.012
   8.524,   -0.164,    8.524,    0.008
   8.527,   -0.221,    8.527,    0.012
   8.529,   -0.234,    8.529,    0.013
   8.532,   -0.201,    8.532,    0.011
   8.534,   -0.221,    8.534,    0.012
   8.537,   -0.226,    8.537,    0.013
   8.540,   -0.193,    8.540,    0.010
   8.542,   -0.228,    8.542,    0.013
   8.545,   -0.227,    8.545,    0.013
   8.547,   -0.223,    8.547,    0.012
   8.550,   -0.227,    8.550,    0.013
   8.552,   -0.225,    8.552,    0.013
   8.555,   -0.193,    8.555,    0.010
   8.558,   -0.228,    8.558,    0.013
   8.560,   -0.227,    8.560,    0.013
   8.563,   -0.198,    8.563,    0.011
   8.565,   -0.222,    8.565,    0.012
   8.568,   -0.225,    8.568,    0.012
   8.570,   -0.188,    8.570,    0.010
   8.573,   -0.196,    8.573,    0.010
   8.575,   -0.204,    8.575,    0.011
   8.578,   -0.175,    8.578,    0.008
   8.581,   -0.193,    8.581,    0.010
   8.583,   -0.189,    8.583,    0.010
   8.586,   -0.181,    8.586,    0.009
   8.588,   -0.195,    8.588,    0.010
   8.591,   -0.190,    8.591,    0.010
   8.593,   -0.150,    8.593,    0.007
   8.596,   -0.197,    8.596,    0.010
   8.598,   -0.181,    8.598,    0.009
   8.601,   -0.197,    8.601,    0.010
   8.604,   -0.203,    8.604,    0.011
   8.606,   -0.207,    8.606,    0.010
   8.609,   -0.191,    8.609,    0.009
   8.611,   -0.219,    8.611,    0.011
   8.614,   -0.228,    8.614,    0.012
   8.616,   -0.202,    8.616,    0.010
   8.619,   -0.230,    8.619,    0.012
   8.622,   -0.213,    8.622,    0.011
   8.624,   -0.222,    8.624,    0.011
   8.627,   -0.230,    8.627,    0.012
   8.629,   -0.240,    8.629,    0.012
   8.632,   -0.233,    8.632,    0.012
   8.634,   -0.235,    8.634,    0.012
   8.637,   -0.241,    8.637,    0.013
   8.639,   -0.238,    8.639,    0.012
   8.642,   -0.246,    8.642,    0.013
   8.645,   -0.248,    8.645,    0.013
   8.647,   -0.230,    8.647,    0.011
   8.650,   -0.246,    8.650,    0.013
   8.652,   -0.238,    8.652,    0.012
   8.655,   -0.238,    8.655,    0.012
   8.657,   -0.223,    8.657,    0.011
   8.660,   -0.234,    8.660,    0.012
   8.662,   -0.227,    8.662,    0.011
   8.665,   -0.244,    8.665,    0.012
   8.668,   -0.236,    8.668,    0.012
   8.670,   -0.235,    8.670,    0.012
   8.673,   -0.249,    8.673,    0.013
   8.675,   -0.227,    8.675,    0.012
   8.678,   -0.235,    8.678,    0.011
   8.680,   -0.231,    8.680,    0.012
   8.683,   -0.230,    8.683,    0.012
   8.686,   -0.241,    8.686,    0.012
   8.688,   -0.243,    8.688,    0.012
   8.691,   -0.217,    8.691,    0.011
   8.693,   -0.245,    8.693,    0.012
   8.696,   -0.241,    8.696,    0.012
   8.698,   -0.215,    8.698,    0.010
   8.701,   -0.240,    8.701,    0.011
   8.704,   -0.247,    8.704,    0.012
   8.706,   -0.198,    8.706,    0.009
   8.709,   -0.247,    8.709,    0.012
   8.711,   -0.217,    8.711,    0.009
   8.714,   -0.204,    8.714,    0.009
   8.716,   -0.228,    8.716,    0.010
   8.719,   -0.248,    8.719,    0.011
   8.721,   -0.192,    8.721,    0.008
   8.724,   -0.245,    8.724,    0.012
   8.726,   -0.253,    8.726,    0.012
   8.729,   -0.214,    8.729,    0.009
